요일,시각,21,22,23,24,33,40,53,71,83,85,86,25_26_27,31_32,51_61_62
화,16:30,66,139,0,0,0,58,111,0,0,27,0,311,42,105
화,17:00,66,139,0,0,0,58,0,0,0,27,0,279,42,105
화,17:30,66,139,0,0,0,58,0,0,0,27,0,279,42,105
화,18:00,0,118,0,48,0,48,0,0,0,27,0,104,0,39
화,18:30,0,118,0,48,0,48,0,0,0,27,0,104,0,39
화,19:00,0,118,0,48,0,48,0,0,0,27,0,104,0,39
화,19:30,0,78,0,48,0,48,0,0,0,27,0,45,0,39
화,20:00,0,78,0,48,0,48,0,0,0,27,0,45,0,39
화,20:30,0,78,0,48,0,48,0,0,0,27,0,45,0,39
화,21:00,0,40,0,48,0,48,0,0,0,0,0,45,0,0
화,21:30,0,40,0,48,0,48,0,0,0,0,0,45,0,0
수,08:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
수,08:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
수,09:00,72,144,0,0,9,120,65,1,0,110,0,308,99,81
수,09:30,72,144,0,0,9,120,65,1,0,110,0,308,99,81
수,10:00,72,144,0,0,9,120,127,1,0,110,0,308,99,81
수,10:30,92,244,69,0,9,68,127,1,0,83,0,205,63,91
수,11:00,74,244,69,0,9,68,181,1,0,83,0,205,63,91
수,11:30,74,244,69,0,9,68,181,1,0,83,0,205,63,91
수,12:00,0,219,31,0,59,12,116,0,36,0,35,314,0,20
수,12:30,0,219,31,0,59,12,116,0,36,0,35,314,0,20
수,13:00,0,219,31,0,59,12,0,1,36,0,35,314,0,20
수,13:30,0,287,0,0,177,66,0,1,0,125,0,375,73,0
수,14:00,0,287,0,0,177,66,90,1,0,125,0,375,73,0
수,14:30,0,287,0,0,177,66,90,1,0,125,0,375,73,0
수,15:00,68,216,0,0,52,94,90,1,0,142,0,98,0,27
수,15:30,68,216,0,0,52,94,90,1,0,142,0,98,0,27
수,16:00,68,216,0,0,52,94,129,0,0,142,0,98,0,27
수,16:30,0,133,0,0,0,0,129,0,0,68,0,150,35,20
수,17:00,0,133,0,0,0,0,129,0,0,122,0,188,35,48
수,17:30,0,133,0,0,0,0,129,0,0,122,0,188,35,48
수,18:00,0,92,91,48,0,19,64,0,0,162,0,0,0,83
수,18:30,0,92,91,48,0,19,64,0,0,162,0,0,0,83
수,19:00,0,92,91,48,0,19,14,0,0,162,0,0,0,55
수,19:30,0,92,91,48,0,19,14,0,0,162,0,0,0,55
수,20:00,0,92,91,48,0,19,14,0,0,162,0,0,0,55
수,20:30,0,92,91,48,0,19,14,0,0,72,0,0,0,55
수,21:00,0,92,91,48,0,19,14,0,0,45,0,0,0,15
수,21:30,0,92,91,48,0,19,14,0,0,45,0,0,0,15
목,08:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
목,08:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
목,09:00,162,282,0,0,0,0,129,0,20,0,44,263,10,21
목,09:30,162,282,0,0,0,0,129,0,20,0,44,263,10,21
목,10:00,162,282,0,0,0,0,129,0,20,0,44,263,10,21
목,10:30,0,267,0,0,0,76,191,0,31,0,44,407,47,89
목,11:00,0,267,0,0,0,76,191,0,31,0,44,407,47,89
목,11:30,0,267,0,0,0,76,191,0,31,0,44,407,47,89
목,12:00,0,208,0,0,98,25,0,0,0,122,0,241,85,6
목,12:30,0,208,0,0,98,25,0,0,0,122,0,241,85,6
목,13:00,0,208,0,0,98,25,0,0,0,122,0,241,85,6
목,13:30,0,47,0,0,0,87,0,0,0,0,0,218,0,0
목,14:00,0,30,0,0,0,87,0,0,0,0,0,218,0,0
목,14:30,0,30,0,0,0,87,0,0,0,0,0,218,0,0
목,15:00,66,99,0,0,0,58,0,0,0,27,0,337,42,27
목,15:30,66,99,0,0,0,58,0,0,0,27,0,337,42,27
목,16:00,66,99,0,0,0,58,0,0,0,27,0,337,42,27
목,16:30,21,80,0,0,137,4,0,0,0,98,0,169,75,0
목,17:00,21,80,0,0,137,4,0,0,0,98,0,169,75,0
목,17:30,21,80,0,0,137,4,0,0,0,98,0,169,75,0
목,18:00,0,76,26,48,0,19,0,0,32,81,0,39,0,45
목,18:30,0,76,26,48,0,19,0,0,32,81,0,39,0,45
목,19:00,0,76,26,48,0,19,78,0,32,81,0,39,0,45
목,19:30,0,76,26,48,0,19,78,0,32,81,0,0,0,0
목,20:00,0,76,26,48,0,19,78,0,32,81,0,0,0,0
목,20:30,0,76,26,48,0,19,78,0,32,81,0,0,0,0
목,21:00,0,76,26,48,0,19,78,0,32,54,0,0,0,0
목,21:30,0,76,26,48,0,19,78,0,32,54,0,0,0,0
금,08:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
금,08:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
금,09:00,0,66,0,0,0,0,111,1,0,0,0,33,53,45
금,09:30,0,66,0,0,0,0,111,1,0,0,0,33,53,45
금,10:00,0,66,0,0,0,0,176,1,0,0,0,33,53,45
금,10:30,0,66,0,0,0,0,176,1,19,0,0,94,53,45
금,11:00,0,49,0,0,0,0,132,0,19,0,0,94,53,45
금,11:30,0,49,0,0,0,0,132,0,19,0,0,94,53,45
금,12:00,0,141,0,0,17,24,0,0,0,0,0,93,102,139
금,12:30,0,141,0,0,17,24,0,0,0,0,0,93,102,139
금,13:00,0,141,0,0,17,24,110,0,0,0,0,93,102,139
금,13:30,0,102,0,0,17,82,149,0,0,0,0,80,102,90
금,14:00,0,85,0,0,17,82,149,0,0,0,0,80,102,123
금,14:30,0,85,0,0,17,82,149,0,0,0,0,80,102,123
금,15:00,0,57,0,0,0,24,110,0,0,0,0,101,122,33
금,15:30,0,57,0,0,0,24,110,0,0,0,0,101,122,33
금,16:00,0,57,0,0,0,24,0,0,0,0,0,101,122,0
금,16:30,0,57,0,0,0,24,0,0,0,0,0,101,122,39
금,17:00,0,57,0,0,0,24,0,0,0,0,0,101,122,39
금,17:30,0,57,0,0,0,24,0,0,0,0,0,101,122,39
금,18:00,0,40,26,0,0,0,0,0,0,0,0,0,0,46
금,18:30,0,40,26,0,0,0,0,0,0,0,0,0,0,46
금,19:00,0,40,26,0,0,0,0,0,0,0,0,0,0,46
금,19:30,0,0,26,0,0,0,0,0,0,0,0,0,0,46
금,20:00,0,0,26,0,0,0,0,0,0,0,0,0,0,46
금,20:30,0,0,0,0,0,0,0,0,0,0,0,0,0,46
금,21:00,0,0,0,0,0,0,31,0,0,0,0,0,0,0
금,21:30,0,0,0,0,0,0,31,0,0,0,0,0,0,0
토,08:00,0,38,0,0,0,0,0,0,0,0,0,0,0,0
토,08:30,0,38,0,0,0,0,0,0,0,0,0,0,0,0
토,09:00,0,0,0,0,0,0,0,0,0,0,0,0,10,0
토,09:30,0,0,0,0,0,0,0,0,0,0,0,0,10,0
토,10:00,0,38,0,0,0,0,0,0,0,0,0,0,10,0
토,10:30,0,38,0,0,0,0,0,0,0,0,0,0,10,0
토,11:00,0,0,0,0,0,0,0,0,0,0,0,0,10,0
토,11:30,0,0,0,0,0,0,0,0,0,0,0,0,10,0
토,12:00,0,0,0,0,0,0,0,0,0,0,0,0,10,0
토,12:30,0,0,0,0,0,0,0,0,0,0,0,0,10,0
토,13:00,0,0,0,0,0,0,0,0,0,0,0,0,16,0
토,13:30,0,0,0,0,0,0,0,0,0,0,0,0,16,0
토,14:00,0,0,0,0,0,0,0,0,0,0,0,0,16,0
토,14:30,0,0,0,0,0,0,0,0,0,0,0,0,16,0
토,15:00,0,0,0,0,0,0,0,0,0,0,0,0,16,0
토,15:30,0,0,0,0,0,0,0,0,0,0,0,0,16,0
토,16:00,0,0,0,0,0,0,0,0,0,0,0,0,16,0
토,16:30,0,0,0,0,0,0,0,0,0,0,0,0,16,0
토,17:00,0,38,0,0,0,0,0,0,0,0,0,0,0,0
토,17:30,0,38,0,0,0,0,0,0,0,0,0,0,0,0
토,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
토,18:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
토,19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
토,19:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
토,20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
토,20:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
토,21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
토,21:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
